sc,L/S,TOS 15min,TOS 1hr,TOS 1day,Profit,Orders,wins,loses,positive,negative,Win %,Risk %,winrisk,second16,first17,second17,first18,second18,first19,Cons,Either,Swins,Slosses,min,17,172,18,182,19,192,Rank
longATR15:LATR1:LATRD:ACCI15:IUCCIA15:IUCCIA1h:OCCIA1d:IUBBW15:LBBb15:TBBW1h:HBBb1h:TBBW1d:LBBb1d:T,long, if ATR[1] < 3 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] < 5 and CCIAvg[1] > 100 and bbw[1] > .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,-87.5,9,4,5,56.25,-62.5,0.444444444,0.9,N,,,,,,,,Y,225,-312.5,42743.98958,42743.98958,42989.14583,43101.94792,43329.01042,,,99.97154472
shortATR15:LATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:OCCIA1d:IUBBW15:LBBb15:TBBW1h:HBBb1h:TBBW1d:LBBb1d:T,short, if ATR[1] < 3 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] < 5 and CCIAvg[1] > 100 and bbw[1] > .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,412.5,7,3,4,245.8333333,-81.25,0.428571429,3.025641026,Y,,,,,,,,Y,737.5,-325,42744.125,42744.125,42989.27083,43104,,,,100.1341463
longATR15:LATR1:LATRD:ACCI15:UCCIA15:UCCIA1h:IUCCIA1d:IUBBW15:LBBb15:BBBW1h:ABBb1h:BBBW1d:LBBb1d:T,long, if ATR[1] < 3 and CCI[1] < -100 and CCIAvg[1] < -100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,-125,2,0,2,0,-62.5,0,0,N,,,,,,,,Y,0,-125,42744.21875,42744.21875,,,43335,,,99.95934959
shortATR15:LATR1:LATRD:ACCI15:UCCIA15:ILCCIA1h:IUCCIA1d:IUBBW15:LBBb15:UBBW1h:LBBb1h:BBBW1d:LBBb1d:T,short, if ATR[1] < 3 and CCI[1] < -100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] <= .4 and bbp[1] < 0, if ATR[1] < 5 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < .5 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,-162.5,3,1,2,62.5,-112.5,0.333333333,0.555555556,N,,,,,,,,Y,62.5,-225,42744.38542,42744.38542,,,43329.4375,,,99.94715447
longATR15:LATR1:LATRD:ACCI15:UCCIA15:UCCIA1h:IUCCIA1d:IUBBW15:LBBb15:BBBW1h:LBBb1h:UBBW1d:LBBb1d:T,long, if ATR[1] < 3 and CCI[1] < -100 and CCIAvg[1] < -100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < .5 and bbp[1] < 0, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,537.5,4,3,1,179.1666667,0,0.75,0,Y,,,,,,,,Y,537.5,0,42744.44792,42744.44792,,,43362.375,,,100.1747967
shortATR15:LATR1:LATRD:ACCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:IUBBW15:LBBb15:BBBW1h:LBBb1h:BBBW1d:LBBb1d:T,short, if ATR[1] < 3 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] < .5 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,-225,6,1,5,100,-65,0.166666667,1.538461538,N,,,,,,,,Y,100,-325,42744.5625,42744.5625,,,,,,99.92682927
longATR15:LATR1:LATRD:ACCI15:ILCCIA15:UCCIA1h:ILCCIA1d:IUBBW15:LBBb15:BBBW1h:ABBb1h:BBBW1d:LBBb1d:T,long, if ATR[1] < 3 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] < -100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,-125,1,0,1,0,-125,0,0,N,,,,,,,,Y,0,-125,42744.64583,42744.64583,,,,,,99.95934959
shortATR15:LATR1:LATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:IUBBW15:LBBb15:BBBW1h:ABBb1h:BBBW1d:LBBb1d:T,short, if ATR[1] < 3 and CCI[1] < -100 and CCIAvg[1] < -100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,112.5,1,1,0,112.5,0,1,1,Y,,,,,,,,Y,112.5,0,42744.75,42744.75,,,,,,100.0365854
longATR15:LATR1:LATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:IUBBW15:LBBb15:BBBW1h:ABBb1h:BBBW1d:LBBb1d:T,long, if ATR[1] < 3 and CCI[1] < -100 and CCIAvg[1] < -100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,-12.5,2,1,1,50,-62.5,0.5,0.8,N,,,,,,,,Y,50,-62.5,42744.82292,42744.82292,,,,,,99.99593496
shortATR15:LATR1:LATRD:ACCI15:ILCCIA15:ILCCIA1h:UCCIA1d:IUBBW15:LBBb15:UBBW1h:ABBb1h:BBBW1d:LBBb1d:T,short, if ATR[1] < 3 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] <= .4 and bbp[1] < 0, if ATR[1] < 5 and CCIAvg[1] < -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,12.5,1,1,0,12.5,0,1,1,Y,,,,,,,,Y,12.5,0,42744.94792,42744.94792,,,,,,100.004065
longATR15:LATR1:LATRD:ACCI15:ILCCIA15:UCCIA1h:UCCIA1d:IUBBW15:LBBb15:BBBW1h:ABBb1h:BBBW1d:LBBb1d:T,long, if ATR[1] < 3 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] < -100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] < -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,312.5,2,2,0,156.25,0,1,1,Y,,,,,,,,Y,312.5,0,42745.01042,42745.01042,42986.32292,,,,,100.101626
shortATR15:LATR1:LATRD:ACCI15:IUCCIA15:OCCIA1h:UCCIA1d:IUBBW15:LBBb15:TBBW1h:ABBb1h:BBBW1d:LBBb1d:T,short, if ATR[1] < 3 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] > 100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] < 5 and CCIAvg[1] < -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,-200,2,0,2,0,-100,0,0,N,,,,,,,,Y,0,-200,42745.15625,42745.15625,,,,,,99.93495935
longATR15:LATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:UCCIA1d:IUBBW15:LBBb15:OBBW1h:LBBb1h:TBBW1d:LBBb1d:T,long, if ATR[1] < 3 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] <= .4 and bbp[1] > 100, if ATR[1] < 5 and CCIAvg[1] < -100 and bbw[1] < .5 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,-37.5,1,0,1,0,-37.5,0,0,N,,,,,,,,Y,0,-37.5,42745.22917,42745.22917,,,,,,99.98780488
shortATR15:LATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:ILCCIA1d:IUBBW15:LBBb15:TBBW1h:LBBb1h:TBBW1d:LBBb1d:T,short, if ATR[1] < 3 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] < 5 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] < .5 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,25,3,2,1,37.5,-50,0.666666667,0.75,Y,,,,,,,,Y,75,-50,42745.27083,42745.27083,,,43336.02083,,43677.05208,100.0081301
longATR15:LATR1:LATRD:ACCI15:IUCCIA15:ILCCIA1h:ILCCIA1d:IUBBW15:LBBb15:TBBW1h:LBBb1h:BBBW1d:LBBb1d:T,long, if ATR[1] < 3 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] < 5 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] < .5 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,612.5,5,4,1,196.875,-175,0.8,1.125,Y,,,,,,,,Y,787.5,-175,42745.44792,42745.44792,42988.75,,43335.875,,,100.199187
shortATR15:LATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:ILCCIA1d:IUBBW15:HBBb15:TBBW1h:LBBb1h:OBBW1d:LBBb1d:T,short, if ATR[1] < 3 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] > .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] < 5 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] < .5 and bbp[1] > 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,287.5,1,1,0,287.5,0,1,1,Y,,,,,,,,Y,287.5,0,42745.53125,42745.53125,,,,,,100.0934959
longATR15:LATR1:LATRD:ACCI15:IUCCIA15:ILCCIA1h:IUCCIA1d:IUBBW15:MBBb15:BBBW1h:ABBb1h:TBBW1d:LBBb1d:T,long, if ATR[1] < 3 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > .4 and bbw[1] <= .54 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,-162.5,1,0,1,0,-162.5,0,0,N,,,,,,,,Y,0,-162.5,42745.65625,42745.65625,,,,,,99.94715447
shortATR15:LATR1:LATRD:ACCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:IUBBW15:MBBb15:BBBW1h:ABBb1h:TBBW1d:LBBb1d:T,short, if ATR[1] < 3 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > .4 and bbw[1] <= .54 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,-62.5,1,0,1,0,-62.5,0,0,N,,,,,,,,Y,0,-62.5,42745.66667,42745.66667,,,,,,99.9796748
longATR15:LATR1:LATRD:ACCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:IUBBW15:LBBb15:BBBW1h:LBBb1h:BBBW1d:LBBb1d:T,long, if ATR[1] < 3 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < .5 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,-200,8,2,6,131.25,-77.08333333,0.25,1.702702703,N,,,,,,,,Y,262.5,-462.5,42745.82292,42745.82292,43056.45833,,43332.89583,,,99.93495935
longATR15:LATR1:LATRD:ACCI15:ILCCIA15:UCCIA1h:ILCCIA1d:IUBBW15:LBBb15:BBBW1h:LBBb1h:BBBW1d:LBBb1d:T,long, if ATR[1] < 3 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] < -100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] < .5 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,12.5,3,2,1,43.75,-75,0.666666667,0.583333333,Y,,,,,,,,Y,87.5,-75,42745.91667,42745.91667,,,,,,100.004065
shortATR15:LATR1:LATRD:ACCI15:UCCIA15:ILCCIA1h:ILCCIA1d:IUBBW15:LBBb15:BBBW1h:LBBb1h:BBBW1d:LBBb1d:T,short, if ATR[1] < 3 and CCI[1] < -100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] < .5 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,-75,3,0,3,0,-25,0,0,N,,,,,,,,Y,0,-75,42746,42746,,,,,,99.97560976
longATR15:LATR1:LATRD:ACCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:IUBBW15:LBBb15:BBBW1h:ABBb1h:BBBW1d:LBBb1d:T,long, if ATR[1] < 3 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,0,1,0,1,0,0,0,0,N,,,,,,,,Y,0,0,42746.05208,42746.05208,,,,,,100
shortATR15:LATR1:LATRD:ACCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:IUBBW15:LBBb15:BBBW1h:ABBb1h:BBBW1d:LBBb1d:T,short, if ATR[1] < 3 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,-425,2,0,2,0,-212.5,0,0,N,,,,,,,,Y,0,-425,42746.14583,42746.14583,,,43359.97917,,,99.86178862
longATR15:LATR1:LATRD:ACCI15:IUCCIA15:ILCCIA1h:ILCCIA1d:IUBBW15:LBBb15:TBBW1h:ABBb1h:BBBW1d:LBBb1d:T,long, if ATR[1] < 3 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] < 5 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,62.5,1,1,0,62.5,0,1,1,Y,,,,,,,,Y,62.5,0,42746.1875,42746.1875,,,,,,100.0203252
shortATR15:LATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:ILCCIA1d:IUBBW15:LBBb15:TBBW1h:ABBb1h:TBBW1d:LBBb1d:T,short, if ATR[1] < 3 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] < 5 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,-525,7,1,6,12.5,-89.58333333,0.142857143,0.139534884,N,,,,,,,,Y,12.5,-537.5,42746.26042,42746.26042,43059.41667,,,43537.25,43672.29167,99.82926829
shortATR15:LATR1:LATRD:ACCI15:IUCCIA15:OCCIA1h:IUCCIA1d:IUBBW15:MBBb15:BBBW1h:LBBb1h:TBBW1d:LBBb1d:T,short, if ATR[1] < 3 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] > 100 and bbw[1] > .4 and bbw[1] <= .54 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < .5 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,-262.5,1,0,1,0,-262.5,0,0,N,,,,,,,,Y,0,-262.5,42746.47917,42746.47917,,,,,,99.91463415
longATR15:AATR1:LATRD:ACCI15:OCCIA15:IUCCIA1h:IUCCIA1d:IUBBW15:MBBb15:TBBW1h:LBBb1h:TBBW1d:LBBb1d:T,long, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] > .4 and bbw[1] <= .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] < 5 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < .5 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,-87.5,1,0,1,0,-87.5,0,0,N,,,,,,,,Y,0,-87.5,42746.51042,42746.51042,,,,,,99.97154472
shortATR15:AATR1:LATRD:ACCI15:ILCCIA15:IUCCIA1h:IUCCIA1d:IUBBW15:MBBb15:TBBW1h:LBBb1h:TBBW1d:LBBb1d:T,short, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] > .4 and bbw[1] <= .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] < 5 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < .5 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,75,1,1,0,75,0,1,1,Y,,,,,,,,Y,75,0,42746.52083,42746.52083,,,,,,100.0243902
longATR15:AATR1:LATRD:ACCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:IUBBW15:HBBb15:BBBW1h:LBBb1h:BBBW1d:LBBb1d:T,long, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > .54 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < .5 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,337.5,1,1,0,337.5,0,1,1,Y,,,,,,,,Y,337.5,0,42746.58333,42746.58333,,,,,,100.1097561
shortATR15:LATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:IUCCIA1d:IUBBW15:HBBb15:TBBW1h:ABBb1h:OBBW1d:LBBb1d:T,short, if ATR[1] < 3 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] > .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] < 5 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,225,1,1,0,225,0,1,1,Y,,,,,,,,Y,225,0,42746.77083,42746.77083,,,,,,100.0731707
longATR15:LATR1:LATRD:ACCI15:UCCIA15:UCCIA1h:OCCIA1d:IUBBW15:LBBb15:BBBW1h:ABBb1h:BBBW1d:LBBb1d:T,long, if ATR[1] < 3 and CCI[1] < -100 and CCIAvg[1] < -100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] > 100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,-125,1,0,1,0,-125,0,0,N,,,,,,,,Y,0,-125,42747.04167,42747.04167,,,,,,99.95934959
shortATR15:LATR1:LATRD:ACCI15:UCCIA15:ILCCIA1h:IUCCIA1d:IUBBW15:LBBb15:BBBW1h:LBBb1h:BBBW1d:LBBb1d:T,short, if ATR[1] < 3 and CCI[1] < -100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < .5 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,-262.5,5,1,4,50,-78.125,0.2,0.64,N,,,,,,,,Y,50,-312.5,42747.125,42747.125,43056.46875,,,,,99.91463415
longATR15:LATR1:LATRD:ACCI15:ILCCIA15:UCCIA1h:IUCCIA1d:IUBBW15:LBBb15:BBBW1h:ABBb1h:BBBW1d:LBBb1d:T,long, if ATR[1] < 3 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] < -100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < 2.6 and bbp[1] > 50 and bbp[1] <= 100,212.5,3,3,0,70.83333333,0,1,1,Y,,,,,,,,Y,212.5,0,42747.1875,42747.1875,43056.25,,,,,100.0691057
